uid,city,source,title,description_en,domain,cluster,indicator_direct,fit,proxy_link,spans,spatial_label,temporal_label,year_min,year_max,year_span_elapsed,spatial_evidence,temporal_depth_evidence,cadence_evidence,resource_url,declared_spatial_coverage,declared_temporal_coverage,round_tag,source_row
df_c::19545,Antwerp,GIK / Stad in Cijfers (df_c),Gaan zwemmen (% laatste week),"Going swimming (% last week): The share of respondents who went swimming in the past week For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied at a small geographical level.Topics per year are also available. For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied",Recreational PA,Leisure-time activity,Levels of recreational MVPA,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2010,2017,7,source-system rule,TEXT,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=m_vt_frq_l7d_gaanzwemmen_p,,,,59
df_c::2644,Antwerp,GIK / Stad in Cijfers (df_c),Sport minimum wekelijks,"Sports at least weekly: Share (%) of residents who regularly (at least weekly) actively participate in sports (activities that last at least 20 minutes, such as swimming, cycling, walking, football, etc.).",Recreational PA,Leisure-time activity,Levels of recreational MVPA,Direct match,,,Sub-city (district-zone),10-19 years; multi-year,2008,2023,15,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sportpart_sportwek,,,,60
df_c::7046,Antwerp,GIK / Stad in Cijfers (df_c),Sport minimum wekelijks_SUM_OG,"Sports minimum weekly_SUM_OG: Number of residents who regularly (at least weekly) actively participate in sports (activities that last at least 20 minutes, such as swimming, cycling, walking, football, etc.).",Recreational PA,Leisure-time activity,Levels of recreational MVPA,Direct match,,,Sub-city (district-zone),unknown depth; multi-year,,,,source-system rule,UNKNOWN,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sportpart_sportwek_sum_og,,,,61
df_c::2300,Antwerp,GIK / Stad in Cijfers (df_c),Sport minimum wekelijks_SUM,"Sports minimum weekly_SUM: Number of residents who regularly (at least weekly) actively participate in sports (activities that last at least 20 minutes, such as swimming, cycling, walking, football, etc.).",Recreational PA,Leisure-time activity,Levels of recreational MVPA,Direct match,,,Sub-city (district-zone),10-19 years; annual-or-finer,2008,2023,15,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sportpart_sportwek_sum,,,,62
df_c::4488,Antwerp,GIK / Stad in Cijfers (df_c),Sport minimum wekelijks_CLT_OG,Sports minimum weekly_CLT_OG: Response to question: SM_CV_sportpart_sportwek,Recreational PA,Leisure-time activity,Levels of recreational MVPA,Direct match,,,Sub-city (district-zone),10-19 years; annual-or-finer,2008,2023,15,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sportpart_sportwek_clt_og,,,,63
df_c::2301,Antwerp,GIK / Stad in Cijfers (df_c),Sport minimum wekelijks_CLT,Sports minimum weekly_CLT: Response to question: SM_CV_sportpart_sportwek,Recreational PA,Leisure-time activity,Levels of recreational MVPA,Direct match,,,Sub-city (district-zone),10-19 years; annual-or-finer,2008,2023,15,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sportpart_sportwek_clt,,,,64
df_c::18913,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig op een andere manier tijdens vrije tijd,"Regularly in a different way during free time: The share of respondents who moved regularly, very often or always in a different way during their free time in the past month",Recreational PA,Leisure-time activity,Levels of recreational MVPA,Direct match,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=mob_vrt_anders_p,,,,65
df_c::20217,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig op een andere manier tijdens vrije tijd (< 25j.),"Regularly in a different way during free time (< 25 years): The share of respondents under the age of 25 who regularly, very often or always moved in a different way during their free time in the past month For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied at a small geographical level.Topics per year are also available. For 2017, this indicator shows the total results for 20",Recreational PA,Leisure-time activity,Levels of recreational MVPA,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2010,2017,7,source-system rule,TEXT,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=jm_mob_vrt_anders_p,,,,66
df_c::7341,Antwerp,GIK / Stad in Cijfers (df_c),Sportevenement bijgewoond in eigen stad,Attended a sporting event in their own city: Share (%) of residents who attended one or more sporting events in their own city at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Participation in organised sport,,Sub-city (district-zone),single year; multi-year,2020,2020,0,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sportevenement_stad,,,,67
df_c::7063,Antwerp,GIK / Stad in Cijfers (df_c),Gaan zwemmen in andere gemeente_SUM_OG,Going swimming in another municipality_SUM_OG: Number of residents who used a swimming pool in another municipality at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (district-zone),unknown depth; multi-year,,,,source-system rule,UNKNOWN,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_zwem_ander_sum_og,,,,68
df_c::6436,Antwerp,GIK / Stad in Cijfers (df_c),Gaan zwemmen in andere gemeente_SUM,Going swimming in another municipality_SUM: Number of residents who used a swimming pool in another municipality at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (district-zone),single year; one-off,2020,2020,0,source-system rule,HARVESTED,TEXT,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_zwem_ander_sum,,,,69
df_c::25019,Antwerp,GIK / Stad in Cijfers (df_c),Wateractiviteiten,Water activities,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (neighbourhood-block),10-19 years; annual-or-finer,2010,2023,13,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=gas_veiligheid_voorzorg_recrea_wateractiviteit,,,,70
df_c::25017,Antwerp,GIK / Stad in Cijfers (df_c),Paardrijden,Horse riding,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (neighbourhood-block),10-19 years; annual-or-finer,2010,2023,13,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=gas_veiligheid_voorzorg_recrea_paardrijden,,,,71
df_c::25073,Antwerp,GIK / Stad in Cijfers (df_c),Paardrijden (feit/1.000 inw),"Horse riding (fact/1,000 population)",Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (neighbourhood-block),10-19 years; multi-year,2010,2023,13,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=fd_gas_veiligheid_voorzorg_recrea_paardrijden,,,,72
df_c::7353,Antwerp,GIK / Stad in Cijfers (df_c),Gaan zwemmen in andere gemeente,Going swimming in another municipality: Share (%) of residents who used a swimming pool in another municipality at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (district-zone),single year; multi-year,2020,2020,0,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_zwem_ander,,,,73
df_c::7058,Antwerp,GIK / Stad in Cijfers (df_c),Gaan zwemmen in eigen stad_SUM_OG,Going swimming in your own city_SUM_OG: Number of residents who used a swimming pool in their own city at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (district-zone),unknown depth; multi-year,,,,source-system rule,UNKNOWN,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_zwem_stad_sum_og,,,,74
df_c::6435,Antwerp,GIK / Stad in Cijfers (df_c),Gaan zwemmen in eigen stad_SUM,Going swimming in your own city_SUM: Number of residents who used a swimming pool in their own city at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (district-zone),single year; one-off,2020,2020,0,source-system rule,HARVESTED,TEXT,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_zwem_stad_sum,,,,75
df_c::7352,Antwerp,GIK / Stad in Cijfers (df_c),Gaan zwemmen in eigen stad,Going swimming in your own city: Share (%) of residents who used a swimming pool in their own city at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (district-zone),single year; multi-year,2020,2020,0,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_zwem_stad,,,,76
df_c::7345,Antwerp,GIK / Stad in Cijfers (df_c),Sport beoefend in eigen stad,Practiced sports in their own city: Share (%) of residents who used sports facilities in their own city at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (district-zone),2-4 years; multi-year,2020,2023,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sporten_stad,,,,77
df_c::2650,Antwerp,GIK / Stad in Cijfers (df_c),Sportevenement bijgewoond in laatste 12 maanden,Sporting event attended in the last 12 months: share (%) of residents who attended one or more sporting events in the past year,Recreational PA,Leisure-time activity,,Relevant proxy,Participation in organised sport,,Sub-city (district-zone),2-4 years; multi-year,2014,2017,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sporteven_bijgewoond,,,,78
df_c::7039,Antwerp,GIK / Stad in Cijfers (df_c),Sportevenement bijgewoond in andere gemeente_SUM_OG,Sports event attended in another municipality_SUM_OG: Number of residents who attended one or more sporting events in another municipality at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Participation in organised sport,,Sub-city (district-zone),unknown depth; multi-year,,,,source-system rule,UNKNOWN,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sportevenement_ander_sum_og,,,,79
df_c::6427,Antwerp,GIK / Stad in Cijfers (df_c),Sportevenement bijgewoond in andere gemeente_SUM,Sports event attended in another municipality_SUM: Number of residents who attended one or more sporting events in another municipality at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Participation in organised sport,,Sub-city (district-zone),single year; one-off,2020,2020,0,source-system rule,HARVESTED,TEXT,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sportevenement_ander_sum,,,,80
df_c::7344,Antwerp,GIK / Stad in Cijfers (df_c),Sportevenement bijgewoond in andere gemeente,Sports event attended in another municipality: Share (%) of residents who attended one or more sporting events in another municipality at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Participation in organised sport,,Sub-city (district-zone),single year; multi-year,2020,2020,0,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sportevenement_ander,,,,81
df_c::7035,Antwerp,GIK / Stad in Cijfers (df_c),Sportevenement bijgewoond in eigen stad_SUM_OG,Sports event attended in own city_SUM_OG: Number of residents who attended one or more sporting events in their own city at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Participation in organised sport,,Sub-city (district-zone),unknown depth; multi-year,,,,source-system rule,UNKNOWN,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sportevenement_stad_sum_og,,,,82
df_c::6424,Antwerp,GIK / Stad in Cijfers (df_c),Sportevenement bijgewoond in eigen stad_SUM,Sports event attended in own city_SUM: Number of residents who attended one or more sporting events in their own city at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Participation in organised sport,,Sub-city (district-zone),single year; one-off,2020,2020,0,source-system rule,HARVESTED,TEXT,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sportevenement_stad_sum,,,,83
df_c::7348,Antwerp,GIK / Stad in Cijfers (df_c),Sport beoefend in andere gemeente,Sports practiced in another municipality: Share (%) of residents who used sports facilities in another municipality at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (district-zone),2-4 years; multi-year,2020,2023,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sporten_ander,,,,84
df_c::7045,Antwerp,GIK / Stad in Cijfers (df_c),Sport beoefend in andere gemeente_SUM_OG,Sports practiced in other municipality_SUM_OG: Number of residents who used sports facilities in another municipality at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (district-zone),unknown depth; multi-year,,,,source-system rule,UNKNOWN,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sporten_ander_sum_og,,,,85
df_c::5915,Antwerp,GIK / Stad in Cijfers (df_c),Sport beoefend in andere gemeente_CLT,Sports practiced in another municipality CTL: Response to question: SM_CV_sporten_other,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (district-zone),2-4 years; annual-or-finer,2020,2023,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sporten_ander_clt,,,,86
df_c::6431,Antwerp,GIK / Stad in Cijfers (df_c),Sport beoefend in andere gemeente_SUM,Sports practiced in other municipality_SUM: Number of residents who used sports facilities in another municipality at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (district-zone),2-4 years; annual-or-finer,2020,2023,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sporten_ander_sum,,,,87
df_c::7040,Antwerp,GIK / Stad in Cijfers (df_c),Sport beoefend in eigen stad_SUM_OG,Sports practiced in own city_SUM_OG: Number of residents who used sports facilities in their own city at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (district-zone),unknown depth; multi-year,,,,source-system rule,UNKNOWN,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sporten_stad_sum_og,,,,88
df_c::6428,Antwerp,GIK / Stad in Cijfers (df_c),Sport beoefend in eigen stad_SUM,Sports practiced in own city_SUM: Number of residents who used sports facilities in their own city at least once in the past year.,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (district-zone),2-4 years; annual-or-finer,2020,2023,3,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_sporten_stad_sum,,,,89
df_c::6185,Antwerp,GIK / Stad in Cijfers (df_c),Gaan zwemmen in eigen stad_CLT_OG,Go swimming in your own city_CLT_OG: Response to question: SM_CV_swimming_city,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (district-zone),single year; one-off,2020,2020,0,source-system rule,HARVESTED,TEXT,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_zwem_stad_clt_og,,,,90
df_c::5924,Antwerp,GIK / Stad in Cijfers (df_c),Gaan zwemmen in andere gemeente_CLT,Going swimming in another municipality CTL: Response to question: SM_CV_zwem_ander,Recreational PA,Leisure-time activity,,Relevant proxy,Levels of recreational MVPA,,Sub-city (district-zone),single year; one-off,2020,2020,0,source-system rule,HARVESTED,TEXT,https://stadincijfers.antwerpen.be/viewer?var=sm_cv_zwem_ander_clt,,,,91
